deltaT,dairy_network,no_of_reachable_nodes
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_170.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_170.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_170.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_170.network,6
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_170.network,18
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_170.network,1306
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_171.network,13
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_171.network,37
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_171.network,1181
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_171.network,1729
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_171.network,2237
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_171.network,2550
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_172.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_172.network,24
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_172.network,45
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_172.network,1767
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_172.network,2079
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_172.network,2402
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_173.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_173.network,44
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_173.network,1204
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_173.network,1754
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_173.network,2297
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_173.network,2671
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_174.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_174.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_174.network,1318
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_174.network,1693
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_174.network,1962
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_174.network,2247
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_175.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_175.network,2
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_175.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_175.network,2
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_175.network,5
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_175.network,2493
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_176.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_176.network,273
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_176.network,1034
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_176.network,1512
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_176.network,2046
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_176.network,2318
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_177.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_177.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_177.network,1404
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_177.network,2302
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_177.network,2732
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_177.network,3080
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_178.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_178.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_178.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_178.network,8
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_178.network,11
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_178.network,19
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_179.network,13
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_179.network,24
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_179.network,801
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_179.network,1455
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_179.network,1916
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_179.network,2350
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_180.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_180.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_180.network,2
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_180.network,6
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_180.network,254
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_180.network,823
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_181.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_181.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_181.network,4
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_181.network,1460
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_181.network,2103
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_181.network,2474
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_182.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_182.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_182.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_182.network,9
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_182.network,1689
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_182.network,1985
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_183.network,5
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_183.network,125
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_183.network,876
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_183.network,1805
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_183.network,2543
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_183.network,2876
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_184.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_184.network,745
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_184.network,1245
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_184.network,1596
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_184.network,2171
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_184.network,2547
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_185.network,17
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_185.network,102
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_185.network,321
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_185.network,1727
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_185.network,2379
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_185.network,2861
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_186.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_186.network,26
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_186.network,203
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_186.network,981
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_186.network,1590
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_186.network,2050
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_187.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_187.network,1008
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_187.network,2220
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_187.network,3056
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_187.network,3658
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_187.network,4038
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_188.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_188.network,18
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_188.network,46
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_188.network,1457
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_188.network,1772
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_188.network,2433
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_189.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_189.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_189.network,5
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_189.network,8
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_189.network,847
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_189.network,1676
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_190.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_190.network,8
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_190.network,10
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_190.network,1384
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_190.network,2040
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_190.network,2436
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_191.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_191.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_191.network,1184
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_191.network,2044
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_191.network,2384
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_191.network,2781
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_192.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_192.network,6
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_192.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_192.network,9
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_192.network,361
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_192.network,1020
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_193.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_193.network,1355
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_193.network,1795
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_193.network,2567
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_193.network,3113
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_193.network,3410
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_194.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_194.network,17
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_194.network,1381
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_194.network,1919
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_194.network,2411
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_194.network,2748
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_195.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_195.network,11
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_195.network,1473
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_195.network,1734
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_195.network,2320
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_195.network,2670
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_196.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_196.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_196.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_196.network,396
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_196.network,795
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_196.network,1023
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_197.network,19
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_197.network,1243
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_197.network,1762
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_197.network,2157
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_197.network,2625
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_197.network,2933
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_198.network,7
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_198.network,78
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_198.network,1386
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_198.network,2217
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_198.network,2672
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_198.network,3048
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_199.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_199.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_199.network,6
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_199.network,63
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_199.network,1669
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_199.network,1798
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_200.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_200.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_200.network,8
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_200.network,1222
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_200.network,1523
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_200.network,2033
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_201.network,10
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_201.network,12
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_201.network,270
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_201.network,1612
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_201.network,2106
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_201.network,2419
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_202.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_202.network,5
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_202.network,7
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_202.network,1522
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_202.network,1992
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_202.network,2323
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_203.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_203.network,3
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_203.network,3
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_203.network,1281
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_203.network,1548
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_203.network,1874
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_204.network,8
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_204.network,11
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_204.network,1193
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_204.network,2117
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_204.network,2542
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_204.network,3062
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_205.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_205.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_205.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_205.network,10
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_205.network,1734
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_205.network,1872
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_206.network,15
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_206.network,23
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_206.network,133
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_206.network,1345
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_206.network,2063
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_206.network,2590
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_207.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_207.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_207.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_207.network,2084
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_207.network,2413
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_207.network,2650
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_208.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_208.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_208.network,1
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_208.network,7
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_208.network,11
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_208.network,11
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_209.network,2
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_209.network,24
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_209.network,650
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_209.network,1448
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_209.network,1898
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_209.network,2285
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_210.network,1
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_210.network,1
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_210.network,1443
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_210.network,2015
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_210.network,2466
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_210.network,2737
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_211.network,3
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_211.network,7
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_211.network,1342
60,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_211.network,1699
75,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_211.network,2014
90,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_211.network,2331
15,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_212.network,4
30,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_212.network,4
45,data/raw/USAMMv3_cattle_networks/dairy/dairy_network_212.network,4
